07/31/2015,70
08/09/2017,15
08/30/2018,11
10/10/2017,10
06/19/2016,8
10/24/2017,5
08/19/2018,4
08/21/2017,4
07/15/2017,4
08/13/2017,3
06/26/2017,3
05/03/2017,3
08/24/2017,3
06/16/2017,2.5
03/15/2018,2
05/19/2018,2
10/31/2017,2
07/25/2017,2
07/05/2017,2
08/04/2018,1.5
06/28/2018,1.5
11/02/2017,1.3
05/11/2017,1.2
02/13/2018,1
06/12/2018,1
07/23/2018,1
08/14/2018,1
07/21/2016,1
05/16/2016,1
06/12/2018,0.5
09/07/2018,0.5
09/25/2017,0.5
08/06/2017,0.5
09/22/2017,0.3
06/09/2018,0.2
08/16/2017,0.2
07/02/2018,0.2
08/29/2017,0.15
01/04/2012,0.1
10/03/2017,0.1
08/04/2014,400
01/29/2018,50
09/12/2016,40
04/21/2016,40
08/28/2012,20
07/06/2017,20
07/17/2018,10
10/29/2017,5
06/05/2016,3.5
04/25/2018,3
05/19/2018,2
09/12/2017,2
11/13/2018,1
07/12/2018,1
07/24/2018,1
09/08/2017,1
06/27/2017,1
09/08/2017,0.5
07/05/2018,0.2
07/23/2016,0.2
09/01/2018,0.1
08/27/2017,0.05
